"","url"
"2043","https://articles.mercola.com/sites/articles/archive/2011/12/07/ingesting-friendly-bugs-probiotics-reduce-anxiety.aspx"
"2044","https://articles.mercola.com/sites/articles/archive/2011/12/06/flu-shots-come-to-church.aspx"
"2045","https://articles.mercola.com/sites/articles/archive/2011/12/06/fruit-drinks-sodas-evil-twin.aspx"
"2046","https://articles.mercola.com/sites/articles/archive/2011/12/05/gut-bacteria-for-your-health.aspx"
"2047","https://articles.mercola.com/sites/articles/archive/2011/12/05/global-diabetes-epidemic-rages-on.aspx"
"2048","https://articles.mercola.com/sites/articles/archive/2011/12/04/lobbyists-stealing-government.aspx"
"2049","https://articles.mercola.com/sites/articles/archive/2011/12/03/paul-connett-fluoride.aspx"
"2050","https://articles.mercola.com/sites/articles/archive/2011/12/03/medical-studies-misleading-readers.aspx"
"2051","https://fitness.mercola.com/sites/fitness/archive/2011/12/02/yoga-as-energy-source.aspx"
"2052","https://articles.mercola.com/sites/articles/archive/2011/12/01/glaxosmithkline-to-pay-damages-for-avandia.aspx"
"2053","https://articles.mercola.com/sites/articles/archive/2011/12/01/europe-bans-x-ray-body-scanners.aspx"
"2054","https://articles.mercola.com/sites/articles/archive/2012/01/31/monsanto-worst-company-of-2011.aspx"
"2055","https://articles.mercola.com/sites/articles/archive/2012/01/31/monsanto-to-face-biopiracy-charges-in-india.aspx"
"2056","https://articles.mercola.com/sites/articles/archive/2012/01/30/calcium-supplement-on-heart-attack.aspx"
"2057","https://articles.mercola.com/sites/articles/archive/2012/01/30/celebrity-chef-paula-deen-gets-diabetes-from-her-own-cooking.aspx"
"2058","https://articles.mercola.com/sites/articles/archive/2012/01/29/hpv-vaccines-for-boys.aspx"
"2059","https://articles.mercola.com/sites/articles/archive/2012/01/28/bees-death-destroy-food-supply.aspx"
"2060","https://articles.mercola.com/sites/articles/archive/2012/01/28/research-from-100-countries-proves-vitamin-d-protects-against-cancer.aspx"
"2061","https://fitness.mercola.com/sites/fitness/archive/2012/01/27/6-cold-weather-exercise-tips.aspx"
"2062","https://fitness.mercola.com/sites/fitness/archive/2012/01/27/simple-activity-to-radically-decrease-breast-cancer-risk.aspx"
"2063","https://articles.mercola.com/sites/articles/archive/2012/01/26/zinc-improve-hearing-loss.aspx"
"2064","https://articles.mercola.com/sites/articles/archive/2012/01/26/using-primitive-wisdom-to-radically-improve-your-health.aspx"
"2065","https://fitness.mercola.com/sites/fitness/archive/2012/01/25/cardio-may-damage-heart.aspx"
"2066","https://articles.mercola.com/sites/articles/archive/2012/01/25/nerve-damage-with-cholesterol-meds.aspx"
"2067","https://articles.mercola.com/sites/articles/archive/2012/01/24/hpv-vaccine-victim-sues-merck.aspx"
"2068","https://articles.mercola.com/sites/articles/archive/2012/01/24/new-evidence-refutes-fraud-findings-in-dr-wakefield-case.aspx"
"2069","https://articles.mercola.com/sites/articles/archive/2012/01/23/wheat-or-rice-as-safe-starch.aspx"
"2070","https://articles.mercola.com/sites/articles/archive/2012/01/23/dangers-of-feminine-hygiene-products-every-woman-should-know.aspx"
"2071","https://articles.mercola.com/sites/articles/archive/2012/01/22/toxic-metals-on-fruit-juices.aspx"
"2072","https://articles.mercola.com/sites/articles/archive/2012/01/21/grains-causing-gut-leaks.aspx"
"2073","https://articles.mercola.com/sites/articles/archive/2012/01/21/massive-conflict-of-interest-allowed-in-government-health-recommendations.aspx"
"2074","https://articles.mercola.com/sites/articles/archive/2012/01/21/mri-could-save-thousands.aspx"
"2075","https://fitness.mercola.com/sites/fitness/archive/2012/01/20/physically-active-children-perform-better-academically.aspx"
"2076","https://fitness.mercola.com/sites/fitness/archive/2012/01/20/lifting-weights-for-dummies-in-four-easy-steps.aspx"
"2077","https://articles.mercola.com/sites/articles/archive/2012/01/19/health-canada-on-cell-phone-use-limitation.aspx"
"2078","https://articles.mercola.com/sites/articles/archive/2012/01/18/fda-wont-act-against-agricultural-antibiotic-use.aspx"
"2079","https://articles.mercola.com/sites/articles/archive/2012/01/18/government-to-force-adhd-drugs-to-kids.aspx"
"2080","https://articles.mercola.com/sites/articles/archive/2012/01/17/fda-action-on-dental-amalgam.aspx"
"2081","https://articles.mercola.com/sites/articles/archive/2012/01/17/cell-phones-using-the-wrong-safety-standards.aspx"
"2082","https://articles.mercola.com/sites/articles/archive/2012/01/16/hepatitis-b-from-manipedis.aspx"
"2083","https://articles.mercola.com/sites/articles/archive/2012/01/16/toxic-chemicals-in-green-cleaning-products.aspx"
"2084","https://articles.mercola.com/sites/articles/archive/2012/01/15/dr-don-huber-interview-part-2.aspx"
"2085","https://articles.mercola.com/sites/articles/archive/2012/01/14/dr-christine-horner-interview.aspx"
"2086","https://articles.mercola.com/sites/articles/archive/2012/01/14/medical-experts-paid-off-by-drug-companies.aspx"
"2087","https://articles.mercola.com/sites/articles/archive/2012/01/14/mark-mcafee-raw-milk-update.aspx"
"2088","https://fitness.mercola.com/sites/fitness/archive/2012/01/13/what-should-you-eat-after-your-workout.aspx"
"2089","https://fitness.mercola.com/sites/fitness/archive/2012/01/13/exercise-may-encourage-healthy-eating-via-brain-changes.aspx"
"2090","https://articles.mercola.com/sites/articles/archive/2012/01/12/statin-drugs-for-flu-treatment.aspx"
"2091","https://articles.mercola.com/sites/articles/archive/2012/01/12/aha-position-on-omega-6-fats.aspx"
"2092","https://articles.mercola.com/sites/articles/archive/2012/01/11/my-recommendations-for-the-best-apps-for-your-smartphone-and-ipad.aspx"
"2093","https://articles.mercola.com/sites/articles/archive/2012/01/11/brominated-vegetable-oil-in-us-soda.aspx"
"2094","https://articles.mercola.com/sites/articles/archive/2012/01/10/genetically-modified-food-reduce-fertility.aspx"
"2095","https://articles.mercola.com/sites/articles/archive/2012/01/10/herbicide-poison-groundwater-supply.aspx"
"2096","https://articles.mercola.com/sites/articles/archive/2012/01/09/x-ray-mammography-screenings-finding-cancers-not-there.aspx"
"2097","https://articles.mercola.com/sites/articles/archive/2012/01/09/far-safer-than-vaccines-in-limiting-chickenpox-spread.aspx"
"2098","https://articles.mercola.com/sites/articles/archive/2012/01/08/major-progress-in-eliminating-mercury-in-dentistry.aspx"
"2099","https://articles.mercola.com/sites/articles/archive/2012/01/07/dr-paul-jaminet-interview.aspx"
"2100","https://articles.mercola.com/sites/articles/archive/2012/01/07/eat-like-a-caveman-to-protect-your-brain-from-shrinking.aspx"
"2101","https://articles.mercola.com/sites/articles/archive/2012/01/07/antidepressants-trigger-violent-behavior.aspx"
"2102","https://fitness.mercola.com/sites/fitness/archive/2012/01/06/dr-doug-mcguff-on-exercise.aspx"
"2103","https://fitness.mercola.com/sites/fitness/archive/2012/01/06/major-secret-in-achieving-joint-pain-relief.aspx"
"2104","https://articles.mercola.com/sites/articles/archive/2012/01/05/astaxanthin-reduce-ulcers.aspx"
"2105","https://articles.mercola.com/sites/articles/archive/2012/01/05/mammograms-only-occasionally-save-lives.aspx"
"2106","https://articles.mercola.com/sites/articles/archive/2012/01/04/the-dr-oz-show-information-i-couldnt-share.aspx"
"2107","https://articles.mercola.com/sites/articles/archive/2012/01/04/why-this-vitamin-is-better-than-any-vaccine-and-improves-your-immune-system-by-35-times.aspx"
"2108","https://articles.mercola.com/sites/articles/archive/2012/01/03/flu-shot-increase-flu.aspx"
"2109","https://articles.mercola.com/sites/articles/archive/2012/01/03/fluoride-show-no-benefits.aspx"
"2110","https://articles.mercola.com/sites/articles/archive/2012/01/02/tap-water-neti-pot-toxic.aspx"
"2111","https://articles.mercola.com/sites/articles/archive/2012/01/02/is-this-one-of-natures-most-powerful-detoxification-tools.aspx"
"2112","https://articles.mercola.com/sites/articles/archive/2012/01/02/use-of-pill-raise-prostate-cancer-risk.aspx"
"2113","https://articles.mercola.com/sites/articles/archive/2012/01/01/cdc-misrepresents-raw-milk-statistics.aspx"
"2114","https://articles.mercola.com/sites/articles/archive/2012/02/29/new-vermont-gmo-labeling-policy-officially-introduced.aspx"
"2115","https://articles.mercola.com/sites/articles/archive/2012/02/29/chronic-kidney-disease-epidemic.aspx"
"2116","https://articles.mercola.com/sites/articles/archive/2012/02/28/swine-flu-vaccine-worthless.aspx"
"2117","https://articles.mercola.com/sites/articles/archive/2012/02/28/vermont-parents-fight-flu-vaccination.aspx"
"2118","https://articles.mercola.com/sites/articles/archive/2012/02/27/can-sugar-be-toxic.aspx"
"2119","https://articles.mercola.com/sites/articles/archive/2012/02/27/us-farm-subsidies-absurd.aspx"
"2120","https://articles.mercola.com/sites/articles/archive/2012/02/26/fresh-video-documentary.aspx"
"2121","https://articles.mercola.com/sites/articles/archive/2012/02/25/legal-system-rules-antidepressants-cause-kids-to-kill.aspx"
"2122","https://fitness.mercola.com/sites/fitness/archive/2012/02/24/new-study-shows-powerful-tool-to-increase-your-stem-cells.aspx"
"2123","https://articles.mercola.com/sites/articles/archive/2012/02/24/chiropractors-and-exercise-better-than-drug.aspx"
"2124","https://articles.mercola.com/sites/articles/archive/2012/02/23/oral-vitamin-d-mistake.aspx"
"2125","https://articles.mercola.com/sites/articles/archive/2012/02/23/should-pregnant-women-avoid-using-cell-phones.aspx"
"2126","https://articles.mercola.com/sites/articles/archive/2012/02/22/how-sugar-accelerates-aging.aspx"
"2127","https://articles.mercola.com/sites/articles/archive/2012/02/22/breast-cancer-awareness-ribbons.aspx"
"2128","https://articles.mercola.com/sites/articles/archive/2012/02/21/the-dr-oz-show-my-latest-jaw-dropping-interview.aspx"
"2129","https://articles.mercola.com/sites/articles/archive/2012/02/21/ama-site-suggests-forcing-your-child-into-vaccine-experimentation.aspx"
"2130","https://articles.mercola.com/sites/articles/archive/2012/02/20/the-natural-way-to-speed-wound-healing.aspx"
"2131","https://articles.mercola.com/sites/articles/archive/2012/02/20/can-diet-soda-increase-stroke-risk.aspx"
"2132","https://articles.mercola.com/sites/articles/archive/2012/02/19/drug-company-lies-and-uses-human-as-guinea-pigs.aspx"
"2133","https://articles.mercola.com/what-is-a-root-canal.aspx"
"2134","https://articles.mercola.com/sites/articles/archive/2012/02/18/pasta-not-bacon-makes-you-fat-but-how.aspx"
"2135","https://articles.mercola.com/sites/articles/archive/2012/02/18/eating-wrong-plants-can-mess-dna-expression.aspx"
"2136","https://articles.mercola.com/sites/articles/archive/2012/02/17/the-7-laws-of-leanness.aspx"
"2137","https://articles.mercola.com/sites/articles/archive/2012/02/17/dangers-of-salt-restriction.aspx"
"2138","https://articles.mercola.com/sites/articles/archive/2012/02/16/the-vitamin-that-has-been-shown-to-dramatically-improve-infertility.aspx"
"2139","https://articles.mercola.com/sites/articles/archive/2012/02/16/alasdair-philips-on-emf.aspx"
"2140","https://articles.mercola.com/sites/articles/archive/2012/02/15/how-to-avoid-the-most-dangerous-side-effect-of-veganism.aspx"
"2141","https://articles.mercola.com/sites/articles/archive/2012/02/15/why-are-more-than-one-in-ten-americans-at-risk-for-suicide.aspx"
"2142","https://articles.mercola.com/sites/articles/archive/2012/02/14/fda-secretly-monitors-personal-email.aspx"
"2143","https://articles.mercola.com/sites/articles/archive/2012/02/14/flu-vaccines-for-family-members.aspx"
"2144","https://articles.mercola.com/sites/articles/archive/2012/02/13/scientists-find-brown-fat-to-help-lose-weight.aspx"
"2145","https://articles.mercola.com/sites/articles/archive/2012/02/13/how-doctors-do-harm.aspx"
"2146","https://articles.mercola.com/sites/articles/archive/2012/02/12/dow-agrosciences-developed-new-genetically-modified-crops.aspx"
"2147","https://articles.mercola.com/sites/articles/archive/2012/02/11/travel-tips-to-stay-healthy.aspx"
"2148","https://articles.mercola.com/sites/articles/archive/2012/02/11/leading-causes-of-death-cost-for-us-economy.aspx"
"2149","https://articles.mercola.com/sites/articles/archive/2012/02/11/dr-stephanie-seneff-interview-on-statins.aspx"
"2150","https://fitness.mercola.com/sites/fitness/archive/2012/02/10/phil-campbell-interview.aspx"
"2151","https://fitness.mercola.com/sites/fitness/archive/2012/02/10/will-you-get-big-and-bulky-if-you-lift-weights.aspx"
"2152","https://articles.mercola.com/sites/articles/archive/2012/02/09/why-did-ms-drug-kill-eleven-people.aspx"
"2153","https://articles.mercola.com/sites/articles/archive/2012/02/09/drug-firm-pays-billion-dollars-in-major-scandal.aspx"
"2154","https://articles.mercola.com/sites/articles/archive/2012/02/08/that-isnt-wax-on-your-organic-apple.aspx"
"2155","https://articles.mercola.com/sites/articles/archive/2012/02/08/iodine-is-important-but-new-study-shows-too-much-causes-problems.aspx"
"2156","https://articles.mercola.com/sites/articles/archive/2012/02/07/colorado-bans-gmo-crops.aspx"
"2157","https://articles.mercola.com/sites/articles/archive/2012/02/07/recommended-tamiflu-has-flawed-results.aspx"
"2158","https://articles.mercola.com/sites/articles/archive/2012/02/06/without-krill-oil-your-brain-could-degenerate.aspx"
"2159","https://articles.mercola.com/sites/articles/archive/2012/02/06/this-vitamin-found-to-rejuvenate-aging-eyes.aspx"
"2160","https://articles.mercola.com/sites/articles/archive/2012/02/05/dr-dietrich-klinghardt-on-lyme-disease.aspx"
"2161","https://articles.mercola.com/sites/articles/archive/2012/02/04/jeff-green-on-fluoride-toxins-part-2.aspx"
"2162","https://articles.mercola.com/sites/articles/archive/2012/02/03/how-grief-can-break-your-heart.aspx"
"2163","https://articles.mercola.com/sites/articles/archive/2012/02/02/12-things-successful-people-do-differently.aspx"
"2164","https://articles.mercola.com/sites/articles/archive/2012/02/02/dutch-recognize-saturated-fat-not-a-problem.aspx"
"2165","https://articles.mercola.com/sites/articles/archive/2012/02/01/29-billion-reasons-to-lie-about-cholesterol.aspx"
"2166","https://articles.mercola.com/sites/articles/archive/2012/03/31/dr-andrew-saul-hospitals-and-health.aspx"
"2167","https://articles.mercola.com/sites/articles/archive/2012/03/31/buy-organic-food-in-bulk-savings.aspx"
"2168","https://fitness.mercola.com/sites/fitness/archive/2012/03/30/hand-cooling-device-for-effective-workout.aspx"
"2169","https://fitness.mercola.com/sites/fitness/archive/2012/03/30/peak-fitness-on-cancer-treatment.aspx"
"2170","https://articles.mercola.com/sites/articles/archive/2012/03/29/raw-nuts-health-benefits.aspx"
"2171","https://articles.mercola.com/sites/articles/archive/2012/03/28/neotame-more-toxic-than-aspartame.aspx"
"2172","https://articles.mercola.com/sites/articles/archive/2012/03/28/cafo-vs-organic-farm-environment.aspx"
"2173","https://articles.mercola.com/sites/articles/archive/2012/03/27/corn-pests-on-gmo-crops.aspx"
"2174","https://articles.mercola.com/sites/articles/archive/2012/03/27/merck-making-millions-vaccinating-poor-nations.aspx"
"2175","https://articles.mercola.com/sites/articles/archive/2012/03/26/maximizing-vitamin-d-exposure.aspx"
"2176","https://articles.mercola.com/sites/articles/archive/2012/03/26/fda-on-otc-drugs.aspx"
"2177","https://articles.mercola.com/sites/articles/archive/2012/03/25/defending-vaccine-exemptions.aspx"
"2178","https://articles.mercola.com/sites/articles/archive/2012/03/24/hungry-for-change.aspx"
"2179","https://articles.mercola.com/sites/articles/archive/2012/03/24/aspartame-affects-brain-health.aspx"
"2180","https://fitness.mercola.com/sites/fitness/archive/2012/03/23/interval-training-and-metabolism.aspx"
"2181","https://fitness.mercola.com/sites/fitness/archive/2012/03/23/weight-loss-surgery-vs-diet.aspx"
"2182","https://articles.mercola.com/sites/articles/archive/2012/03/22/animal-feeding-operations-contamination-abuse.aspx"
"2183","https://articles.mercola.com/sites/articles/archive/2012/03/22/can-krill-end-world-hunger.aspx"
"2184","https://articles.mercola.com/sites/articles/archive/2012/03/21/dr-clement-on-detoxification.aspx"
"2185","https://articles.mercola.com/sites/articles/archive/2012/03/21/vitamin-d-for-obese.aspx"
"2186","https://articles.mercola.com/sites/articles/archive/2012/03/20/germany-rejects-gmo-food.aspx"
"2187","https://articles.mercola.com/sites/articles/archive/2012/03/20/genetically-engineered-goats-produce-vaccine.aspx"
"2188","https://articles.mercola.com/sites/articles/archive/2012/03/19/caged-vs-free-range-chicken-eggs.aspx"
"2189","https://articles.mercola.com/sites/articles/archive/2012/03/19/avoid-eating-pink-slime.aspx"
"2190","https://articles.mercola.com/sites/articles/archive/2012/03/18/mcbride-and-barringer-interview.aspx"
"2191","https://articles.mercola.com/sites/articles/archive/2012/03/17/dr-rowen-on-natural-health.aspx"
"2192","https://articles.mercola.com/sites/articles/archive/2012/03/17/new-study-shows-sleeping-pills-linked-to-increased-risk-of-death-and-cancer.aspx"
"2193","https://fitness.mercola.com/sites/fitness/archive/2012/03/16/how-to-fight-a-cold-with-exercise.aspx"
"2194","https://fitness.mercola.com/sites/fitness/archive/2012/03/16/aerobic-training-fasted-vs-fed-state.aspx"
"2195","https://articles.mercola.com/sites/articles/archive/2012/03/15/eating-canned-food-shown-to-be-linked-to-heart-disease.aspx"
"2196","https://articles.mercola.com/sites/articles/archive/2012/03/15/vitamin-d-can-cut-your-risk-of-dying-by-fifty-percent.aspx"
"2197","https://articles.mercola.com/sites/articles/archive/2012/03/14/the-medical-industrys-most-atrocious-assault-against-women.aspx"
"2198","https://articles.mercola.com/sites/articles/archive/2012/03/14/can-vitamin-d3-ease-menstrual-cramps.aspx"
"2199","https://articles.mercola.com/sites/articles/archive/2012/03/13/active-ingredient-glyphosate-in-roundup-herbicides-found-in-peoples-urine.aspx"
"2200","https://articles.mercola.com/sites/articles/archive/2012/03/13/revised-pap-smear-guidelines.aspx"
"2201","https://articles.mercola.com/sites/articles/archive/2012/03/12/cool-and-less-humid-air-decrease-nasal-congestion.aspx"
"2202","https://articles.mercola.com/sites/articles/archive/2012/03/12/how-honest-is-your-doctor.aspx"
"2203","https://articles.mercola.com/sites/articles/archive/2012/03/11/mark-kastel-on-agent-orange.aspx"
"2204","https://articles.mercola.com/sites/articles/archive/2012/03/10/chemotheraphy-is-medical-fraud.aspx"
"2205","https://articles.mercola.com/sites/articles/archive/2012/03/10/the-most-unhappy-of-pleasures-this-is-your-brain-on-sugar.aspx"
"2206","https://articles.mercola.com/sites/articles/archive/2012/03/10/california-whooping-cough-vaccine.aspx"
"2207","https://fitness.mercola.com/sites/fitness/archive/2012/03/09/interval-training-exercise-is-better.aspx"
"2208","https://fitness.mercola.com/sites/fitness/archive/2012/03/09/this-type-of-exercise-can-actually-make-you-smarter.aspx"
"2209","https://articles.mercola.com/sites/articles/archive/2012/03/08/monsanto-france-chemical-poisoning.aspx"
"2210","https://articles.mercola.com/sites/articles/archive/2012/03/07/fda-says-walnuts-are-drugs.aspx"
"2211","https://articles.mercola.com/sites/articles/archive/2012/03/07/can-probiotics-prevent-celiac.aspx"
"2212","https://articles.mercola.com/sites/articles/archive/2012/03/06/fda-ignore-amalgam-warnings.aspx"
"2213","https://articles.mercola.com/sites/articles/archive/2012/03/05/end-war-on-salt.aspx"
"2214","https://articles.mercola.com/sites/articles/archive/2012/03/05/avoiding-emf-exposure-on-laptops.aspx"
"2215","https://articles.mercola.com/sites/articles/archive/2012/03/04/clueless-fabrication-on-gmo.aspx"
"2216","https://articles.mercola.com/sites/articles/archive/2012/03/03/experts-say-avoid-mammograms.aspx"
"2217","https://articles.mercola.com/sites/articles/archive/2012/03/03/sun-screens-cause-alzheimers.aspx"
"2218","https://fitness.mercola.com/sites/fitness/archive/2012/03/02/weight-room-mistakes-that-lead-to-injury.aspx"
"2219","https://articles.mercola.com/sites/articles/archive/2012/03/02/krill-oil-for-inflammatory-bowel-disease.aspx"
"2220","https://fitness.mercola.com/sites/fitness/archive/2012/03/02/exercise-suprising-reasons.aspx"
"2221","https://articles.mercola.com/sites/articles/archive/2012/03/01/pork-consumption-prohibitions.aspx"
"2222","https://articles.mercola.com/sites/articles/archive/2012/04/30/fructose-and-protein-related-to-obesity.aspx"
"2223","https://articles.mercola.com/sites/articles/archive/2012/04/30/fiberglass-causes-cancer.aspx"
"2224","https://articles.mercola.com/sites/articles/archive/2012/04/29/james-oschman-on-earthing.aspx"
"2225","https://articles.mercola.com/sites/articles/archive/2012/04/28/castor-oil-to-treat-health-conditions.aspx"
"2226","https://articles.mercola.com/sites/articles/archive/2012/04/28/vitamin-d-lowers-melonoma-risks.aspx"
"2227","https://fitness.mercola.com/sites/fitness/archive/2012/04/27/vitamin-d-and-blood-test-health-factors.aspx"
"2228","https://fitness.mercola.com/sites/fitness/archive/2012/04/27/cold-water-immersion-benefits.aspx"
"2229","https://articles.mercola.com/sites/articles/archive/2012/04/26/can-dental-x-rays-cause-brain-tumor.aspx"
"2230","https://articles.mercola.com/sites/articles/archive/2012/04/26/toxins-from-laundry-products-emitted-from-dryer-vent.aspx"
"2231","https://articles.mercola.com/sites/articles/archive/2012/04/25/controversial-ozone-initiative-that-could-cost-you-your-job.aspx"
"2232","https://articles.mercola.com/sites/articles/archive/2012/04/25/stress-and-vitamin-d-deficiency-cause-cold.aspx"
"2233","https://articles.mercola.com/sites/articles/archive/2012/04/24/fluoride-warnings-on-water-bills.aspx"
"2234","https://articles.mercola.com/sites/articles/archive/2012/04/23/aspartame-in-less-sugar-sodas.aspx"
"2235","https://articles.mercola.com/sites/articles/archive/2012/04/23/defend-your-right-to-access-safe-dietary-supplements.aspx"
"2236","https://articles.mercola.com/sites/articles/archive/2012/04/21/vanishing-bees-film.aspx"
"2237","https://articles.mercola.com/sites/articles/archive/2012/04/21/bmi-gauges-obesity-rate.aspx"
"2238","https://fitness.mercola.com/sites/fitness/archive/2012/04/20/interval-training-overcomes-workout-pitfalls.aspx"
"2239","https://fitness.mercola.com/sites/fitness/archive/2012/04/20/maximum-push-up-techniques.aspx"
"2240","https://articles.mercola.com/sites/articles/archive/2012/04/19/yawning-triggers-and-functions.aspx"
"2241","https://articles.mercola.com/sites/articles/archive/2012/04/19/boycott-bpa-containing-products.aspx"
"2242","https://articles.mercola.com/coconut-oil-for-hair.aspx"
"2243","https://articles.mercola.com/sites/articles/archive/2012/04/18/42-edible-flowers.aspx"
"2244","https://articles.mercola.com/sites/articles/archive/2012/04/17/aps-on-epidemic-autism-spectrum-diseases.aspx"
"2245","https://articles.mercola.com/sites/articles/archive/2012/04/17/pertussis-vaccine-for-whooping-cough-effects.aspx"
"2246","https://articles.mercola.com/sites/articles/archive/2012/04/16/bacteria-on-gut-flora-causes-ocd.aspx"
"2247","https://articles.mercola.com/sites/articles/archive/2012/04/16/early-precocious-puberty.aspx"
"2248","https://articles.mercola.com/sites/articles/archive/2012/04/15/inhumane-treatment-on-dairy-cows.aspx"
"2249","https://articles.mercola.com/sites/articles/archive/2012/04/14/antidepressants-cause-heart-disease.aspx"
"2250","https://articles.mercola.com/sites/articles/archive/2012/04/14/eat-well-without-spending-more.aspx"
"2251","https://fitness.mercola.com/sites/fitness/archive/2012/04/13/fructose-post-workout-meal-support.aspx"
"2252","https://fitness.mercola.com/sites/fitness/archive/2012/04/13/cold-water-immersion-for-muscle-soreness.aspx"
"2253","https://articles.mercola.com/sites/articles/archive/2012/04/12/toxic-chemicals-on-laundry-detergent.aspx"
"2254","https://articles.mercola.com/sites/articles/archive/2012/04/11/epigenetic-vs-determinism.aspx"
"2255","https://articles.mercola.com/sites/articles/archive/2012/04/11/vaccination-impact-on-childrens-health.aspx"
"2256","https://articles.mercola.com/sites/articles/archive/2012/04/10/mercury-poisoning.aspx"
"2257","https://articles.mercola.com/sites/articles/archive/2012/04/09/dr-rubin-naiman-on-how-much-sleep-do-you-need.aspx"
"2258","https://articles.mercola.com/sites/articles/archive/2012/04/09/chronic-stress-gut-effects.aspx"
"2259","https://articles.mercola.com/sites/articles/archive/2012/04/08/the-five-healthiest-backyard-weeds.aspx"
"2260","https://articles.mercola.com/sites/articles/archive/2012/04/07/dangers-of-mercury-contamination.aspx"
"2261","https://articles.mercola.com/sites/articles/archive/2012/04/07/ashwaganda-effect-on-alzheimers-disease.aspx"
"2262","https://fitness.mercola.com/sites/fitness/archive/2012/04/06/high-intensity-training-benefits.aspx"
"2263","https://fitness.mercola.com/sites/fitness/archive/2012/04/06/vigorous-exercise-delays-pregnancy.aspx"
"2264","https://articles.mercola.com/sites/articles/archive/2012/04/05/angioplasty-on-heart-disease.aspx"
"2265","https://articles.mercola.com/sites/articles/archive/2012/04/05/vitamin-b12-deficiency-may-lead-to-brain-shrinkage.aspx"
"2266","https://articles.mercola.com/sites/articles/archive/2012/04/04/antipsychotic-drugs-on-pediatric-bipolar-disorder.aspx"
"2267","https://articles.mercola.com/sites/articles/archive/2012/04/04/food-borne-disease-outbreaks.aspx"
"2268","https://articles.mercola.com/sites/articles/archive/2012/04/03/gmo-crops-affect-farmers.aspx"
"2269","https://articles.mercola.com/sites/articles/archive/2012/04/03/why-will-gmo-crops-get-approved-faster-with-new-rule.aspx"
"2270","https://articles.mercola.com/sites/articles/archive/2012/04/02/toxic-parabens-on-breast-cancer-patients.aspx"
"2271","https://articles.mercola.com/sites/articles/archive/2012/04/02/crucial-role-of-microflora-in-health.aspx"
"2272","https://articles.mercola.com/sites/articles/archive/2012/04/01/gmo-infant-formula.aspx"
"2273","https://articles.mercola.com/sites/articles/archive/2012/05/31/coconut-oil-for-healthy-heart.aspx"
"2274","https://articles.mercola.com/sites/articles/archive/2012/05/31/child-safety-tips.aspx"
"2275","https://articles.mercola.com/sites/articles/archive/2012/05/30/if-you-knew-how-dangerous-green-cleaning-products-were-youd-go-back-to-soap-and-water.aspx"
"2276","https://articles.mercola.com/sites/articles/archive/2012/05/30/parabens-vs-natural-hormones.aspx"
"2277","https://articles.mercola.com/sites/articles/archive/2012/05/29/genetically-modified-crops-insects-emerged.aspx"
"2278","https://articles.mercola.com/sites/articles/archive/2012/05/29/fluoride-toxic-effects.aspx"
"2279","https://articles.mercola.com/sites/articles/archive/2012/05/28/flame-retardant-health-hazards.aspx"
"2280","https://articles.mercola.com/sites/articles/archive/2012/05/28/tasty-weight-loss-surgery-alternative.aspx"
"2281","https://articles.mercola.com/sites/articles/archive/2012/05/27/mrsa-on-common-places.aspx"
"2282","https://articles.mercola.com/sites/articles/archive/2012/05/26/monsanto-gmo-allies.aspx"
"2283","https://articles.mercola.com/sites/articles/archive/2012/05/26/sugar-affects-leptin-signals.aspx"
"2284","https://fitness.mercola.com/how-to-do-squats.aspx"
"2285","https://fitness.mercola.com/sites/fitness/archive/2012/05/25/peak-fitness-on-muscle-gain-failure.aspx"
"2286","https://articles.mercola.com/sites/articles/archive/2012/05/24/parabens-on-risk-of-breast-cancer.aspx"
"2287","https://articles.mercola.com/sites/articles/archive/2012/05/24/antidepressants-for-autism.aspx"
"2288","https://articles.mercola.com/sites/articles/archive/2012/05/23/can-medicine-cause-death.aspx"
"2289","https://articles.mercola.com/sites/articles/archive/2012/05/23/probiotics-body-impacts.aspx"
"2290","https://articles.mercola.com/sites/articles/archive/2012/05/22/gmo-on-treatment-of-human-disease.aspx"
"2291","https://articles.mercola.com/sites/articles/archive/2012/05/22/pneumonia-vaccine-shown-to-actually-increase-bacterial-infections.aspx"
"2292","https://articles.mercola.com/sites/articles/archive/2012/05/21/fluoride-health-hazards.aspx"
"2293","https://articles.mercola.com/sites/articles/archive/2012/05/21/fda-patient-kiosks.aspx"
"2294","https://articles.mercola.com/sites/articles/archive/2012/05/20/kastel-organic-foods.aspx"
"2295","https://articles.mercola.com/sites/articles/archive/2012/05/19/kellogs-kashi-brand-with-ge-soy.aspx"
"2296","https://articles.mercola.com/sites/articles/archive/2012/05/19/bribery-on-us-lawmakers.aspx"
"2297","https://fitness.mercola.com/sites/fitness/archive/2012/05/18/exercise-benefits-brain-health.aspx"
"2298","https://fitness.mercola.com/sites/fitness/archive/2012/05/18/burpee-strength-training-exercise.aspx"
"2299","https://articles.mercola.com/sites/articles/archive/2012/05/17/astaxanthin-vs-avastin-dangers.aspx"
"2300","https://articles.mercola.com/sites/articles/archive/2012/05/17/good-brain-health-tips.aspx"
"2301","https://articles.mercola.com/sites/articles/archive/2012/05/16/antioxidant-resveratrol-on-cancer.aspx"
